OBJECTID_1,OBJECTID,Codfavela,Nome,Cod_Comple,Complexo,Flag_Ativa,Data_Cadas,Data_saida,Data_Alter,Porte,UPP,ShapeSTArea,ShapeSTLength,Pop_SABREN,Dom_SABREN,Fonte,Bairro_,RP,RA,AP,Shape_ST_1,Shape_ST_2
100,100,471,Santa Efigênia,2108,Santa Efigênia,1,1991-07-22T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Cidade de Deus,44648.943359375,1179.68011427464,1503,458,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,34,4,1179.68011427,44648.9416523
101,101,414,Moquiço (RA - Cidade de Deus),2108,Santa Efigênia,1,1988-08-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,Cidade de Deus,6404.89794921875,599.436295494366,436,116,IBGE - Censo Demográfico 2010,0,4.1,34,4,599.43629549,6404.89991109
102,102,645,Beirada do Rio,2108,Santa Efigênia,1,2002-03-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,Cidade de Deus,10413.1606445312,792.513994027864,340,100,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,34,4,792.51399403,10413.1612349
103,103,688,Loteamento Josué,0,Isolada,1,2002-03-12T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,16728.37890625,923.082245954958,722,203,IBGE - Censo Demográfico 2010,0,4.1,34,4,923.08224595,16728.3803435
104,104,378,Associação Belfast São Geraldo,0,Isolada,1,1995-05-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,14468.8198242188,641.907058139132,425,129,IBGE - Censo Demográfico 2010,0,4.1,16,4,641.90705814,14468.8200125
105,105,769,Rua Agostinho Gama,0,Isolada,1,2002-12-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,5040.47802734375,357.038098911833,321,115,IBGE - Censo Demográfico 2010,0,4.1,16,4,357.03809891,5040.47852335
106,106,563,Quintanilha,0,Isolada,1,1991-07-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5692.12451171875,424.872654986316,89,29,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,424.87265499,5692.12445743
107,107,564,Rua São Jorge,0,Isolada,1,1991-07-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6614.8095703125,490.287483911106,231,75,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,490.28748391,6614.8096689
108,108,249,Inácio do Amaral,2096,Inácio do Amaral,1,1981-09-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,10954.9580078125,694.567282137013,658,224,IBGE - Censo Demográfico 2010,0,4.1,16,4,694.56728213,10954.9585063
109,109,762,Vacaria,0,Isolada,1,2003-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1742.75537109375,166.647335204515,40,13,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,166.6473352,1742.75503987
110,110,761,Avenida Guia Lopes,0,Isolada,1,2003-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4472.49462890625,511.5293619835,110,35,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,511.52936198,4472.49353882
111,111,495,Portugal Pequeno,0,Isolada,1,1991-08-20T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6224.06591796875,426.924527822277,146,47,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,426.92452782,6224.06518326
112,112,494,Rua Mirataia,0,Isolada,1,1991-07-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4681.7412109375,393.525143525279,110,35,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,393.52514352,4681.7410297
113,113,482,Condomínio Paco do Lumiar,2094,Condomínio Paco do Lumiar,1,1991-07-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,16857.8315429688,582.29662401739,484,160,IBGE - Censo Demográfico 2010,0,4.1,16,4,582.29662402,16857.8298861
114,114,296,Vila Nossa Senhora da Paz,2094,Condomínio Paco do Lumiar,1,1988-08-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,9816.33837890625,623.884297473158,442,167,IBGE - Censo Demográfico 2010,0,4.1,16,4,623.88429748,9816.33957563
115,115,947,Morada do Sol,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,7454.11767578125,395.173410864115,442,151,IBGE - Censo Demográfico 2010,0,4.1,16,4,395.17341086,7454.11776872
116,116,760,Rua Sargento Paulo Moreira,0,Isolada,1,2003-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,22584.3510742188,764.391352214149,568,165,IBGE - Censo Demográfico 2010,0,4.1,16,4,764.39135221,22584.3503082
117,117,913,Avenida Menezes Cortes (com Estrada dos Três Rios),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2275.82568359375,245.802513810638,50,17,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,245.80251381,2275.82567796
118,118,948,Rua Moença,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,10974.8393554688,644.454414957275,577,212,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,644.45441495,10974.8389217
119,119,763,"Rua Monsenhor Marques, nº 277",0,Isolada,1,2003-01-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2023.373046875,174.324200411419,28,10,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,174.32420041,2023.37281465
120,120,1099,"Rua Camatia, nº 241",0,Isolada,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4412.17626953125,270.199785198644,127,39,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,270.1997852,4412.17684998
121,121,318,Tirol,0,Isolada,1,1995-05-31T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,147102.887695312,4566.23944243845,2567,860,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,4566.23944244,147102.883169
122,122,764,Engenho da Serra,0,Isolada,1,2003-02-19T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,33166.2368164062,1954.83784913418,162,51,IBGE - Censo Demográfico 2010,0,4.1,16,4,1954.83784913,33166.2357883
123,123,479,Morro Bela Vista,2097,Morro Bela Vista,1,1991-08-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,84137.2670898438,1623.04325193837,1568,504,IBGE - Censo Demográfico 2010,0,4.1,16,4,1623.04325194,84137.2682726
124,124,480,Inácio Dias (RA - Jacarepaguá),2097,Morro Bela Vista,1,1991-08-20T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,45777.14453125,2071.95904980877,707,210,IBGE - Censo Demográfico 2010,0,4.1,16,4,2071.9590498,45777.1388273
125,125,245,Covanca,2097,Morro Bela Vista,1,1981-09-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,33677.689453125,1113.31475707699,438,122,IBGE - Censo Demográfico 2010,0,4.1,16,4,1113.31475708,33677.6896465
126,126,1103,Rua Vale do Paraíso,0,Isolada,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4239.099609375,392.571603619182,116,37,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,392.57160362,4239.09703568
127,127,662,Chácara do Tanque,0,Isolada,1,2002-03-21T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,43752.3100585938,838.001519739874,2226,721,IBGE - Censo Demográfico 2010,0,4.1,16,4,838.00151974,43752.3119439
128,128,253,Morro do Piolho,0,Isolada,1,1981-09-10T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,160358.5,2552.22678146975,2584,794,IBGE - Censo Demográfico 2010,0,4.1,16,4,2552.22678146,160358.497051
129,129,234,Vila Nossa Senhora da Glória,2057,Rua Embiri,1,1981-08-28T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,10595.2827148438,455.887242303511,679,237,IBGE - Censo Demográfico 2010,0,3.3,15,3,455.8872423,10595.2827497
130,130,536,Assis Martins,2057,Rua Embiri,1,1991-11-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2144.22021484375,189.386837477983,56,16,IBGE - Censo Demográfico 2010,0,3.3,15,3,189.38683747,2144.2196641
131,131,224,Cristo Rei,2057,Rua Embiri,1,1981-09-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,4344.51171875,268.198681999005,419,118,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,268.198682,4344.51073945
132,132,213,"Nabuco de Araújo, nº 228",2057,Rua Embiri,1,1981-08-28T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3213.71826171875,234.400523069797,94,23,IBGE - Censo Demográfico 2010,0,3.3,15,3,234.40052307,3213.7190012
133,133,220,Rua Embiri,2057,Rua Embiri,1,1981-09-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,15889.6430664062,554.688896386528,284,85,IBGE - Censo Demográfico 2010,0,3.3,15,3,554.68889639,15889.6426428
134,134,750,Rua José Felix de Mariz,0,Isolada,1,2003-02-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,28988.3095703125,935.260478609415,667,209,IBGE - Censo Demográfico 2010,0,3.3,15,3,935.26047861,28988.3095983
135,135,1016,Vila Presidencial Quiririm,2099,Rua Luiz Beltrão,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6100.6123046875,372.959742069705,112,41,IBGE - Censo Demográfico 2010,0,4.1,16,4,372.95974207,6100.61115042
136,136,258,Rua Quiririm,2099,Rua Luiz Beltrão,1,1981-10-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,38536.7646484375,1188.69612349967,1085,306,IBGE - Censo Demográfico 2010,0,4.1,16,4,1188.69612349,38536.7625879
137,137,257,"Rua Luiz Beltrão, nº 1.127",2099,Rua Luiz Beltrão,1,1981-09-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,70665.2641601562,1818.20856116812,500,158,IBGE - Censo Demográfico 2010,0,4.1,16,4,1818.20856117,70665.2653
138,138,239,Caminho do Waldemar,0,Isolada,1,1988-09-04T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,61360.4790039062,1807.50762635536,229,62,IBGE - Censo Demográfico 2010,0,4.1,16,4,1807.50762636,61360.478602
139,139,242,Caxangá,2095,Fazenda Mato Alto,1,1981-09-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,12517.5815429688,603.49367070792,269,77,IBGE - Censo Demográfico 2010,0,4.1,16,4,603.49367071,12517.5817336
140,140,595,Ladeira da Reunião,2095,Fazenda Mato Alto,1,1995-04-05T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,53277.7153320312,1987.48297784406,1176,339,IBGE - Censo Demográfico 2010,0,4.1,16,4,1987.48297785,53277.7151609
141,141,589,Morro da Reunião,2095,Fazenda Mato Alto,1,1995-04-05T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,16345.595703125,885.979907196696,119,40,IBGE - Censo Demográfico 2010,0,4.1,16,4,885.9799072,16345.5958929
142,142,1083,Rua José Braga,2095,Fazenda Mato Alto,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2466.6455078125,224.153322178497,58,18,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,224.15332218,2466.64597372
143,143,657,"Rua Urucuia, nº 570",0,Isolada,1,2002-03-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,9780.96630859375,433.727395269626,401,126,IBGE - Censo Demográfico 2010,0,4.1,16,4,433.72739527,9780.96602692
144,144,959,"Rua Jerônimo Pinto, nº 942",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,sem informação,N,5631.33935546875,673.628962819543,0,0, ,0,4.1,16,4,673.62896282,5631.33814194
145,145,259,Rua São Marciano,0,Isolada,1,1981-09-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,29075.603515625,1165.24263983018,649,177,IBGE - Censo Demográfico 2010,0,4.1,16,4,1165.24263984,29075.6017732
146,146,244,Comunidade Santa Rosa,0,Isolada,1,1981-09-29T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,23183.0131835938,1293.55534716158,335,95,IBGE - Censo Demográfico 2010,0,4.1,16,4,1293.55534716,23183.0113026
147,147,426,Chacrinha do Mato Alto,2093,Comandante Luis Souto,1,1988-08-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,85782.6850585938,1353.1854383295,2409,752,IBGE - Censo Demográfico 2010,0,4.1,16,4,1353.18543833,85782.6854005
148,148,425,Comandante Luis Souto,2093,Comandante Luis Souto,1,1988-01-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,217456.677734375,4180.85571845587,2516,750,IBGE - Censo Demográfico 2010,0,4.1,16,4,4180.85571844,217456.681576
149,149,427,Chácara Flora,2093,Comandante Luis Souto,1,1988-08-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,171461.937011719,5270.25666961029,2859,857,IBGE - Censo Demográfico 2010,0,4.1,16,4,5270.25666959,171461.937569
150,150,960,Amigos da Aerobita,2090,Barão,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,10133.40625,1002.1351439617,119,31,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,1002.13514396,10133.4045258
151,151,1098,"Rua Albano, nº 252",2095,Fazenda Mato Alto,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3487.01171875,268.948806140569,297,100,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,268.94880614,3487.01145323
152,152,644,Bela Vista do Mato Alto,2095,Fazenda Mato Alto,1,2002-03-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,73001.8549804688,2402.50519921016,1927,540,IBGE - Censo Demográfico 2010,0,4.1,16,4,2402.50519922,73001.8539063
153,153,435,Fazenda Mato Alto,2095,Fazenda Mato Alto,1,1988-08-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,137178.489746094,3375.40343904038,2955,855,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,3375.40343903,137178.489239
154,154,872,Travessa Miguel Rangel,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3627.06201171875,291.362878521693,229,78,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,291.36287853,3627.06232134
155,155,215,Padre Manuel da Nóbrega,0,Isolada,1,1981-08-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,18527.8022460938,758.931127542038,1289,328,IBGE - Censo Demográfico 2010,0,3.3,15,3,758.93112754,18527.8009491
156,156,852,"Avenida Dom Helder Câmara, nº 9.991 (rua Silvério, nº 79)",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2044.8125,204.763881019983,133,43,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,204.76388102,2044.81323339
157,157,752,Beco da Amizade,0,Isolada,1,2003-01-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3151.279296875,231.760263128372,205,63,IBGE - Censo Demográfico 2010,0,3.3,15,3,231.76026313,3151.27944419
158,158,216,Parque Araruna,0,Isolada,1,1981-08-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,15905.681640625,937.821528413563,140,46,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,937.82152841,15905.6816424
159,159,481,Morro do Juca,2054,Morro do Juca,1,1991-11-04T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,35389.908203125,764.390953425915,1871,564,IBGE - Censo Demográfico 2010,0,3.3,15,3,764.39095342,35389.9090774
160,160,535,Morro do Bacalhau,2054,Morro do Juca,1,1991-11-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4241.9765625,258.586189767254,154,42,IBGE - Censo Demográfico 2010,0,3.3,15,3,258.58618977,4241.97608046
161,161,233,Vila dos Mineiros,2043,Jardim Piedade,1,1981-08-19T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3867.00537109375,249.352642676879,191,69,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,249.35264268,3867.00585588
162,162,207,Jardim Piedade,2043,Jardim Piedade,1,1981-08-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,148045.336914062,3269.96855299987,3182,936,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,3269.96855301,148045.332181
163,163,957,Inácio Dias (RA - Méier),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1665.12939453125,197.851037295202,167,54,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,197.85103729,1665.12955115
164,164,227,Rua Saçu,0,Isolada,1,1981-08-20T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,17249.5478515625,958.339621302568,94,25,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,958.3396213,17249.5498923
165,165,225,Rua Lemos de Brito,0,Isolada,1,1981-08-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,66738.81640625,2045.50909906737,361,109,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,2045.50909906,66738.8168878
166,166,538,Fazenda da Bica,0,Isolada,1,1991-12-10T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,8716.5234375,406.573673401185,141,44,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,406.5736734,8716.52484935
167,167,212,Morro Inácio Dias,0,Isolada,1,1981-01-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,49637.5712890625,2074.44050160357,460,146,IBGE - Censo Demográfico 2010,0,3.2,13,3,2074.44050161,49637.5701115
168,168,558,Comunidade dos Marianos,2042,Engenheiro Alfredo Gonçalves,1,1992-01-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,24585.2143554688,785.661444638217,740,245,IBGE - Censo Demográfico 2010,0,3.2,13,3,785.66144464,24585.2125122
169,169,562,Engenheiro Alfredo Gonçalves,2042,Engenheiro Alfredo Gonçalves,1,1992-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,56954.423828125,1522.24220579549,908,279,IBGE - Censo Demográfico 2010,0,3.2,13,3,1522.24220579,56954.4281735
170,170,802,"Rua Torres de Oliveira, nº 467",2042,Engenheiro Alfredo Gonçalves,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5313.380859375,390.425237961527,155,50,IPP com base em IBGE - Censo Demográfico 2010,0,3.2,13,3,390.42523796,5313.38118819
171,171,765,Fazendinha de Água Santa,0,Isolada,1,2003-02-19T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,42335.2622070312,1776.94637985853,1269,317,IBGE - Censo Demográfico 2010,0,3.2,13,3,1776.94637986,42335.2604482
172,172,238,Barão,2090,Barão,1,1981-09-04T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,222322.937988281,3741.48319660094,3412,1031,IBGE - Censo Demográfico 2010,0,4.1,16,4,3741.48319658,222322.941228
173,173,260,Travessa Antonina,2090,Barão,1,1981-09-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,45899.8969726562,2666.97061835295,705,183,IBGE - Censo Demográfico 2010,0,4.1,16,4,2666.97061835,45899.8934678
174,174,1047,A. M. São Sebastião,2090,Barão,1,2009-03-27T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3058.9677734375,221.109111382891,69,18,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,221.10911138,3058.96786742
175,175,261,Vila José de Anchieta,2090,Barão,1,1988-09-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,45120.1293945312,1878.23946922996,276,71,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,1878.23946923,45120.1283884
176,176,210,Morro do Fubá,2058,Vila Campinho,1,1981-08-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,69076.1274414062,1877.77965291487,1244,369,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,1877.7796529,69076.1225536
177,177,209,Morro da Iguaíba,2058,Vila Campinho,1,1981-08-20T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,64938.2373046875,2007.42002106606,1337,351,IPP com base em IBGE - Censo Demográfico 2010,0,3.3,15,3,2007.42002107,64938.23418
178,178,231,Vila Campinho,2058,Vila Campinho,1,1981-08-20T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,104352.748535156,2644.98153660533,2761,775,IBGE - Censo Demográfico 2010,0,3.3,15,3,2644.9815366,104352.753161
179,179,243,Comendador Pinto,2058,Vila Campinho,1,1981-08-20T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,54070.5234375,1605.88972166353,900,261,IBGE - Censo Demográfico 2010,0,3.3,15,3,1605.88972166,54070.5221574
180,180,594,Morro da Boa Esperança,2058,Vila Campinho,1,1995-05-09T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,24453.1318359375,907.282211199146,561,161,IBGE - Censo Demográfico 2010,0,4.1,16,4,907.2822112,24453.1333737
181,181,246,Espírito Santo,2058,Vila Campinho,1,1981-09-04T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,33085.8989257812,1012.54606797889,805,230,IBGE - Censo Demográfico 2010,0,4.1,16,4,1012.54606798,33085.9002509
182,182,332,Fé em Deus,0,Isolada,1,1981-09-22T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,21068.21875,720.242550000532,879,243,IBGE - Censo Demográfico 2010,0,3.6,22,3,720.24254999,21068.2198315
183,183,529,Fazenda Sapopemba,0,Isolada,1,1991-10-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,42380.6752929688,1182.49915592598,1179,369,IBGE - Censo Demográfico 2010,0,5.1,33,5,1182.49915593,42380.6744978
184,184,528,Caminho da Reta,0,Isolada,1,1991-11-25T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,85411.1059570312,1551.52903138372,1348,422,IBGE - Censo Demográfico 2010,0,3.3,15,3,1551.52903139,85411.1069319
185,185,871,Moquiço (RA - Bangu),2059,Vila Eugênia,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,3835.24755859375,326.433527808594,539,172,IPP com base em IBGE - Censo Demográfico 2010,0,5.1,33,5,326.43352781,3835.24654233
186,186,525,Rua do Canal,2059,Vila Eugênia,1,1991-10-10T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,21346.4873046875,1238.08122549496,572,167,IBGE - Censo Demográfico 2010,0,3.3,15,3,1238.0812255,21346.4896422
187,187,351,Vila Eugênia,2059,Vila Eugênia,1,1981-09-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,134915.277832031,2393.70107219063,4686,1485,IBGE - Censo Demográfico 2010,0,3.3,15,3,2393.70107219,134915.27744
188,188,1066,Vila Esperança (RA - Realengo),2113,Vila do Vintém,1,2009-05-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,13475.8837890625,517.648158449905,414,141,IBGE - Censo Demográfico 2010,0,5.1,33,5,517.64815846,13475.8833829
